record_id,date,record_type,severity,service,owner,status,linked_jira,linked_pr,linked_incident,summary,evidence
DRA-00837,2022-07-27,open_question,,pricing-engine,Grace Kim,open,ATLAS-5311,PR-7586,,Open_Question for pricing-engine: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00838,2022-07-29,action,,cart-service,Luca Moretti,watching,ATLAS-6145,PR-9223,PD-2384,Action for cart-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00839,2022-07-31,action,,search-recommendations,Elena Petrova,open,ATLAS-4707,PR-8297,PD-2529,Action for search-recommendations: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00840,2022-08-02,decision,,notification-service,Harper Lee,open,ATLAS-3502,PR-10631,PD-2411,Decision for notification-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00841,2022-08-04,action,,payment-orchestrator,Grace Kim,watching,ATLAS-3007,PR-7906,,Action for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00842,2022-08-05,open_question,,analytics-pipeline,Victor Silva,mitigated,ATLAS-1126,PR-6871,,Open_Question for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00843,2022-08-07,assumption,,payment-orchestrator,Fatima Noor,accepted,ATLAS-5130,PR-10087,,Assumption for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00844,2022-08-09,decision,,analytics-pipeline,Victor Silva,accepted,ATLAS-1903,PR-9862,PD-2068,Decision for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00845,2022-08-11,risk,medium,loyalty-service,Noah Evans,closed,ATLAS-5264,PR-8366,,Risk for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00846,2022-08-13,action,,inventory-reservation,Sara Novak,mitigated,ATLAS-3360,PR-5837,,Action for inventory-reservation: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00847,2022-08-15,decision,,payment-orchestrator,Priya Nair,open,ATLAS-2840,PR-12550,,Decision for payment-orchestrator: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00848,2022-08-16,decision,,order-ledger,Nora Singh,open,ATLAS-3270,PR-9558,,Decision for order-ledger: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00849,2022-08-18,open_question,,auth-gateway,Sara Novak,closed,ATLAS-1447,PR-8639,,Open_Question for auth-gateway: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00850,2022-08-20,decision,,checkout-api,Ben Carter,watching,ATLAS-2894,PR-9451,,Decision for checkout-api: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00851,2022-08-22,risk,low,order-ledger,Mateo Garcia,closed,ATLAS-2448,PR-7596,,Risk for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00852,2022-08-24,assumption,,loyalty-service,Samir Rao,closed,ATLAS-3316,PR-5346,,Assumption for loyalty-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00853,2022-08-25,action,,search-recommendations,Sara Novak,accepted,ATLAS-3536,PR-8845,,Action for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00854,2022-08-27,assumption,,cart-service,Theo Martin,mitigated,ATLAS-5762,PR-9852,,Assumption for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00855,2022-08-29,action,,search-recommendations,Anika Sharma,closed,ATLAS-2677,PR-7129,PD-2285,Action for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00856,2022-08-31,open_question,,analytics-pipeline,Theo Martin,mitigated,ATLAS-4974,PR-7409,,Open_Question for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00857,2022-09-02,action,,inventory-reservation,Ben Carter,accepted,ATLAS-3031,PR-11087,,Action for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00858,2022-09-03,action,,tax-service,Aisha Khan,open,ATLAS-4272,PR-8526,,Action for tax-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00859,2022-09-05,open_question,,search-recommendations,Nora Singh,accepted,ATLAS-3666,PR-8167,,Open_Question for search-recommendations: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00860,2022-09-07,decision,,pricing-engine,Mateo Garcia,mitigated,ATLAS-2826,PR-8515,,Decision for pricing-engine: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00861,2022-09-09,decision,,search-recommendations,Iris Wang,watching,ATLAS-4010,PR-8769,PD-2338,Decision for search-recommendations: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00862,2022-09-11,open_question,,analytics-pipeline,Sara Novak,closed,ATLAS-2811,PR-11347,,Open_Question for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00863,2022-09-13,decision,,analytics-pipeline,Aisha Khan,accepted,ATLAS-4140,PR-10289,,Decision for analytics-pipeline: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00864,2022-09-14,assumption,,tax-service,Ravi Patel,closed,ATLAS-4693,PR-7429,,Assumption for tax-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00865,2022-09-16,risk,high,auth-gateway,Noah Evans,mitigated,ATLAS-1499,PR-10865,,Risk for auth-gateway: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00866,2022-09-18,action,,auth-gateway,Anika Sharma,watching,ATLAS-3799,PR-10440,PD-2221,Action for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00867,2022-09-20,risk,low,payment-orchestrator,Samir Rao,open,ATLAS-5960,PR-5958,PD-2571,Risk for payment-orchestrator: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00868,2022-09-22,blocker,high,loyalty-service,Priya Nair,accepted,ATLAS-4797,PR-8705,,Blocker for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00869,2022-09-23,assumption,,cart-service,Kim Tan,closed,ATLAS-4508,PR-9640,,Assumption for cart-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00870,2022-09-25,open_question,,checkout-api,Iris Wang,watching,ATLAS-2188,PR-7757,,Open_Question for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00871,2022-09-27,blocker,low,pricing-engine,Iris Wang,closed,ATLAS-3561,PR-9506,,Blocker for pricing-engine: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00872,2022-09-29,action,,notification-service,Nora Singh,mitigated,ATLAS-1858,PR-7212,PD-2593,Action for notification-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00873,2022-10-01,decision,,cart-service,Victor Silva,open,ATLAS-2279,PR-10157,,Decision for cart-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00874,2022-10-03,decision,,analytics-pipeline,Iris Wang,watching,ATLAS-2351,PR-6842,,Decision for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00875,2022-10-04,open_question,,payment-orchestrator,Mateo Garcia,watching,ATLAS-5791,PR-8895,,Open_Question for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00876,2022-10-06,open_question,,cart-service,Maya Chen,watching,ATLAS-4393,PR-9947,PD-2377,Open_Question for cart-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00877,2022-10-08,open_question,,payment-orchestrator,Noah Evans,watching,ATLAS-2064,PR-8591,,Open_Question for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00878,2022-10-10,action,,auth-gateway,Harper Lee,open,ATLAS-2989,PR-8009,,Action for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00879,2022-10-12,action,,order-ledger,Nora Singh,closed,ATLAS-4916,PR-7528,,Action for order-ledger: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00880,2022-10-13,assumption,,tax-service,Elena Petrova,open,ATLAS-4952,PR-10084,,Assumption for tax-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00881,2022-10-15,risk,low,payment-orchestrator,Harper Lee,accepted,ATLAS-4726,PR-6745,,Risk for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00882,2022-10-17,blocker,low,payment-orchestrator,Yara Haddad,accepted,ATLAS-2194,PR-9405,PD-2310,Blocker for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00883,2022-10-19,open_question,,search-recommendations,Fatima Noor,watching,ATLAS-3103,PR-8024,,Open_Question for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00884,2022-10-21,risk,critical,analytics-pipeline,Victor Silva,watching,ATLAS-1006,PR-10032,,Risk for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00885,2022-10-23,decision,,search-recommendations,Jon Bell,accepted,ATLAS-4232,PR-5995,,Decision for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00886,2022-10-24,open_question,,analytics-pipeline,Sara Novak,watching,ATLAS-4340,PR-9091,,Open_Question for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00887,2022-10-26,risk,low,inventory-reservation,Mateo Garcia,accepted,ATLAS-3557,PR-10422,,Risk for inventory-reservation: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00888,2022-10-28,open_question,,analytics-pipeline,Priya Nair,accepted,ATLAS-3195,PR-5663,,Open_Question for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
