issue_key,issue_type,epic,summary,status,priority,assignee,reporter,created,updated,sprint,due_date,story_points,service,component,phase,labels,linked_prs,linked_incidents,risk_or_blocker_notes,acceptance_criteria,business_impact
ATLAS-4336,Task,ATLAS-4301,Document runbook for notification-service,Done,Medium,Mateo Garcia,Aisha Khan,2023-07-16,2023-08-09,Sprint 134,2023-07-23,1,notification-service,messaging,Phase 5 Resilience and Observability,"5,handoff,jira,messaging,notification-service",,,Risk: notification-service can cause checkout drop if order confirmation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to ATLAS-4336.",Improves onboarding because new engineers can trace decision context.
ATLAS-4337,Task,ATLAS-4301,Document runbook for search-recommendations,Done,Low,Fatima Noor,Ben Carter,2023-07-13,2023-09-27,Sprint 134,2023-07-20,8,search-recommendations,search,Phase 5 Resilience and Observability,"5,jira,kt,search,search-recommendations",PR-8337,,"Action: add monitoring, rollback owner, and KT note for search-recommendations.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-8337.",Improves onboarding because new engineers can trace decision context.
ATLAS-4338,Bug,ATLAS-4301,Reduce p95 latency in tax-service,Done,High,Owen Brooks,Kim Tan,2023-07-15,2023-09-09,Sprint 134,2023-08-05,8,tax-service,tax,Phase 5 Resilience and Observability,"5,checkout,jira,tax,tax-service",,,Blocker: waiting on tax contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to ATLAS-4338.",Improves onboarding because new engineers can trace decision context.
ATLAS-4339,Story,ATLAS-4301,Backfill data validation for tax-service,Done,Critical,Anika Sharma,Theo Martin,2023-07-10,2023-09-24,Sprint 134,2023-07-24,5,tax-service,tax,Phase 5 Resilience and Observability,"5,jira,risk,tax,tax-service",,,"Action: add monitoring, rollback owner, and KT note for tax-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to ATLAS-4339.",Protects conversion during peak campaigns and regional launches.
ATLAS-4340,Story,ATLAS-4301,Migrate checkout-api dependency from legacy checkout,Closed,Low,Owen Brooks,Theo Martin,2023-07-17,2023-08-13,Sprint 134,2023-08-07,3,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,handoff,jira",PR-8340,,Customer impact: support needs clear status if payment capture breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8340.",Improves checkout reliability and reduces manual support triage.
ATLAS-4341,Story,ATLAS-4301,Migrate pricing-engine dependency from legacy checkout,Closed,Low,Ben Carter,Mateo Garcia,2023-07-12,2023-07-29,Sprint 134,2023-09-10,13,pricing-engine,pricing,Phase 5 Resilience and Observability,"5,jira,kt,pricing,pricing-engine",PR-8341,,Decision: owner Ben Carter to validate inventory reservation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-8341.",Improves checkout reliability and reduces manual support triage.
ATLAS-4342,Story,ATLAS-4301,Fix loyalty points accrual regression in inventory-reservation,Done,High,Kim Tan,Elena Petrova,2023-07-13,2023-08-30,Sprint 134,2023-08-27,5,inventory-reservation,inventory,Phase 5 Resilience and Observability,"5,inventory,inventory-reservation,jira,release",PR-8342,,Customer impact: support needs clear status if loyalty points accrual breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8342.",Improves checkout reliability and reduces manual support triage.
ATLAS-4343,Story,ATLAS-4301,Reduce p95 latency in tax-service,Done,Critical,Dmitri Volkov,Noah Evans,2023-07-13,2023-08-17,Sprint 134,2023-08-27,1,tax-service,tax,Phase 5 Resilience and Observability,"5,jira,kt,tax,tax-service",PR-8343,,Risk: tax-service can cause checkout drop if queue lag fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to PR-8343.",Protects conversion during peak campaigns and regional launches.
ATLAS-4344,Bug,ATLAS-4301,Reduce p95 latency in tax-service,Closed,Low,Victor Silva,Nora Singh,2023-07-14,2023-09-19,Sprint 134,2023-08-04,13,tax-service,tax,Phase 5 Resilience and Observability,"5,jira,metrics,tax,tax-service",PR-8344,PD-2794,"Action: add monitoring, rollback owner, and KT note for tax-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to PR-8344.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4345,Bug,ATLAS-4301,Implement loyalty-service contract for database index bloat,Done,Low,Elena Petrova,Mateo Garcia,2023-07-17,2023-07-25,Sprint 134,2023-07-31,13,loyalty-service,loyalty,Phase 5 Resilience and Observability,"5,jira,kt,loyalty,loyalty-service",PR-8345,PD-2795,Blocker: waiting on loyalty contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-8345.",Improves onboarding because new engineers can trace decision context.
ATLAS-4346,Task,ATLAS-4301,Implement order-ledger contract for coupon timeout fallback,Closed,High,Maya Chen,Ravi Patel,2023-07-14,2023-09-19,Sprint 134,2023-08-28,2,order-ledger,orders,Phase 5 Resilience and Observability,"5,jira,metrics,order-ledger,orders",PR-8346,,Risk: order-ledger can cause checkout drop if coupon timeout fallback fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8346.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4347,Task,ATLAS-4301,Document runbook for checkout-api,Done,Medium,Aisha Khan,Victor Silva,2023-07-20,2023-08-01,Sprint 134,2023-08-10,13,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,jira,kt",PR-8347,,Decision: owner Aisha Khan to validate tax quote consistency with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8347.",Protects conversion during peak campaigns and regional launches.
ATLAS-4348,Story,ATLAS-4301,Create rollback plan for checkout-api,Closed,Critical,Ravi Patel,Owen Brooks,2023-07-23,2023-09-15,Sprint 134,2023-07-30,1,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,jira,risk",PR-8348,,Customer impact: support needs clear status if feature flag rollout breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8348.",Improves onboarding because new engineers can trace decision context.
ATLAS-4349,Task,ATLAS-4301,Fix order confirmation regression in auth-gateway,Done,Medium,Theo Martin,Luca Moretti,2023-07-22,2023-07-31,Sprint 134,2023-09-05,2,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,jira,kt,platform",,PD-2799,Decision: owner Theo Martin to validate order confirmation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to ATLAS-4349.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4350,Story,ATLAS-4301,Backfill data validation for auth-gateway,Done,Medium,Kim Tan,Theo Martin,2023-07-22,2023-09-12,Sprint 134,2023-07-29,5,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,jira,platform,release",PR-8350,,Customer impact: support needs clear status if feature flag rollout breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8350.",Protects conversion during peak campaigns and regional launches.
ATLAS-4351,Bug,ATLAS-4301,Implement checkout-api contract for database index bloat,Done,Medium,Jon Bell,Ravi Patel,2023-07-17,2023-08-08,Sprint 134,2023-08-16,2,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,jira,metrics",PR-8351,,Decision: owner Jon Bell to validate database index bloat with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8351.",Protects conversion during peak campaigns and regional launches.
ATLAS-4352,Bug,ATLAS-4301,Harden idempotency and retry behavior for auth-gateway,Closed,High,Jon Bell,Noah Evans,2023-07-18,2023-08-09,Sprint 134,2023-08-01,5,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,checkout,jira,platform",PR-8352,,Blocker: waiting on platform contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8352.",Improves checkout reliability and reduces manual support triage.
ATLAS-4353,Story,ATLAS-4301,Document runbook for auth-gateway,Done,Medium,Dmitri Volkov,Samir Rao,2023-07-25,2023-10-13,Sprint 135,2023-08-08,3,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,jira,platform,release",PR-8353,,Decision: owner Dmitri Volkov to validate order confirmation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8353.",Improves checkout reliability and reduces manual support triage.
ATLAS-4354,Story,ATLAS-4301,Backfill data validation for payment-orchestrator,Done,High,Maya Chen,Sara Novak,2023-07-22,2023-09-10,Sprint 134,2023-07-29,13,payment-orchestrator,payments,Phase 5 Resilience and Observability,"5,jira,payment-orchestrator,payments,release",PR-8354,,Blocker: waiting on payments contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8354.",Protects conversion during peak campaigns and regional launches.
ATLAS-4355,Story,ATLAS-4301,Add tracing and dashboard coverage for analytics-pipeline,Closed,Medium,Mateo Garcia,Samir Rao,2023-07-26,2023-08-20,Sprint 135,2023-08-25,5,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,data,jira,metrics",,PD-2805,Risk: analytics-pipeline can cause checkout drop if loyalty points accrual fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-4355.",Improves checkout reliability and reduces manual support triage.
ATLAS-4356,Story,ATLAS-4301,Create rollback plan for auth-gateway,Done,Medium,Luca Moretti,Ben Carter,2023-07-23,2023-09-02,Sprint 134,2023-09-06,2,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,jira,kt,platform",,,"Action: add monitoring, rollback owner, and KT note for auth-gateway.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to ATLAS-4356.",Improves onboarding because new engineers can trace decision context.
ATLAS-4357,Spike,ATLAS-4301,Resolve customer escalation linked to auth-gateway,Done,High,Grace Kim,Priya Nair,2023-07-28,2023-08-29,Sprint 135,2023-09-26,2,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,jira,metrics,platform",PR-8357,,Risk: auth-gateway can cause checkout drop if inventory reservation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8357.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4358,Bug,ATLAS-4301,Document runbook for notification-service,Done,High,Elena Petrova,Aisha Khan,2023-07-20,2023-09-12,Sprint 134,2023-07-27,1,notification-service,messaging,Phase 5 Resilience and Observability,"5,jira,kt,messaging,notification-service",PR-8358,,Risk: notification-service can cause checkout drop if payment capture fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8358.",Protects conversion during peak campaigns and regional launches.
ATLAS-4359,Story,ATLAS-4301,Implement pricing-engine contract for loyalty points accrual,Done,High,Yara Haddad,Luca Moretti,2023-07-21,2023-08-15,Sprint 134,2023-08-11,2,pricing-engine,pricing,Phase 5 Resilience and Observability,"5,checkout,jira,pricing,pricing-engine",PR-8359,,Customer impact: support needs clear status if loyalty points accrual breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-8359.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4360,Story,ATLAS-4301,Document runbook for analytics-pipeline,Closed,Low,Iris Wang,Kim Tan,2023-07-29,2023-08-25,Sprint 135,2023-08-05,8,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,data,jira,metrics",PR-8360,,Risk: analytics-pipeline can cause checkout drop if idempotency fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-8360.",Improves checkout reliability and reduces manual support triage.
ATLAS-4361,Epic,ATLAS-4361,"Phase 5 Resilience and Observability: burn down incidents, improve SLOs, add tracing",Done,High,Fatima Noor,Owen Brooks,2023-07-29,2023-09-23,Sprint 135,2023-09-12,5,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,data,jira,metrics",,,Decision: owner Fatima Noor to validate coupon timeout fallback with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-4361.",Improves checkout reliability and reduces manual support triage.
ATLAS-4362,Story,ATLAS-4361,Migrate loyalty-service dependency from legacy checkout,Done,High,Luca Moretti,Iris Wang,2023-07-24,2023-09-09,Sprint 135,2023-08-23,2,loyalty-service,loyalty,Phase 5 Resilience and Observability,"5,checkout,jira,loyalty,loyalty-service",,,Customer impact: support needs clear status if feature flag rollout breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to ATLAS-4362.",Closes audit gap for migration readiness and operational handoff.
