deployment_id,deployed_at,service,environment,repo,linked_pr,release_id,feature_flag,traffic_percent,status,release_captain,guardrail,linked_jira,notes
DEP-01350,2022-11-19,search-recommendations,stage,atlas-data,PR-10520,REL-2025.09,flag_search_recommendations_regional_launch,100,partial,Harper Lee,database lag guard,ATLAS-1965,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01351,2022-11-22,loyalty-service,canary,atlas-checkout,PR-12341,REL-2023.06,flag_loyalty_service_new_write_path,10,paused,Ben Carter,error budget guard,ATLAS-4665,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01352,2022-11-24,pricing-engine,prod,atlas-infra,PR-6316,REL-2024.1.3,flag_pricing_engine_rollback_guard,5,success,Ben Carter,manual approval,ATLAS-4503,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01353,2022-11-23,cart-service,prod,atlas-infra,PR-8895,REL-2025.3.10,flag_cart_service_dual_run,10,monitoring,Owen Brooks,manual approval,ATLAS-2967,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01354,2022-11-26,order-ledger,prod,atlas-data,PR-5796,REL-2018.07,flag_order_ledger_mobile_session,10,success,Luca Moretti,error budget guard,ATLAS-4948,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01355,2022-11-27,checkout-api,canary,atlas-observability,PR-6589,REL-2019.10,flag_checkout_api_mobile_session,50,rolled back,Fatima Noor,latency guard,ATLAS-3638,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01356,2022-11-28,inventory-reservation,canary,atlas-payments,PR-9184,REL-2026.05,flag_inventory_reservation_mobile_session,25,paused,Noah Evans,support volume guard,ATLAS-2382,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01357,2022-11-28,auth-gateway,prod,atlas-payments,PR-11391,REL-2018.12,flag_auth_gateway_rollback_guard,100,partial,Iris Wang,manual approval,ATLAS-5656,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01358,2022-11-30,payment-orchestrator,canary,atlas-web,PR-9784,REL-2019.06,flag_payment_orchestrator_dual_run,1,rolled back,Mateo Garcia,latency guard,ATLAS-4289,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01359,2022-11-30,payment-orchestrator,stage,atlas-orders,PR-7288,REL-2025.4.2,flag_payment_orchestrator_regional_launch,10,monitoring,Elena Petrova,latency guard,ATLAS-2888,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01360,2022-12-01,analytics-pipeline,stage,atlas-observability,PR-5858,REL-2025.4.8,flag_analytics_pipeline_dual_run,0,rolled back,Grace Kim,support volume guard,ATLAS-5374,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01361,2022-12-04,cart-service,prod,atlas-web,PR-8291,REL-2024.10,flag_cart_service_mobile_session,75,paused,Samir Rao,database lag guard,ATLAS-1226,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01362,2022-12-05,notification-service,prod,atlas-web,PR-10125,REL-2018.3.7,flag_notification_service_mobile_session,1,success,Anika Sharma,manual approval,ATLAS-3013,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01363,2022-12-06,checkout-api,prod,atlas-data,PR-12257,REL-2019.04,flag_checkout_api_new_write_path,1,partial,Dmitri Volkov,error budget guard,ATLAS-6064,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01364,2022-12-07,notification-service,canary,atlas-orders,PR-6273,REL-2025.1.9,flag_notification_service_mobile_session,75,monitoring,Dmitri Volkov,support volume guard,ATLAS-3577,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01365,2022-12-08,tax-service,canary,atlas-web,PR-6656,REL-2018.06,flag_tax_service_rollback_guard,5,paused,Theo Martin,error budget guard,ATLAS-2758,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01366,2022-12-11,tax-service,canary,atlas-infra,PR-6897,REL-2020.1.15,flag_tax_service_new_write_path,25,monitoring,Dmitri Volkov,error budget guard,ATLAS-6129,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01367,2022-12-12,notification-service,canary,atlas-infra,PR-6805,REL-2021.11,flag_notification_service_rollback_guard,5,success,Jon Bell,manual approval,ATLAS-2870,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01368,2022-12-11,analytics-pipeline,canary,atlas-web,PR-9900,REL-2019.3.13,flag_analytics_pipeline_regional_launch,5,rolled back,Ben Carter,database lag guard,ATLAS-5452,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01369,2022-12-12,cart-service,canary,atlas-payments,PR-5640,REL-2023.3.14,flag_cart_service_rollback_guard,0,rolled back,Noah Evans,latency guard,ATLAS-3644,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01370,2022-12-16,search-recommendations,prod,atlas-infra,PR-8758,REL-2018.3.3,flag_search_recommendations_payment_retry,50,success,Harper Lee,latency guard,ATLAS-3826,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01371,2022-12-17,auth-gateway,prod,atlas-mobile,PR-6505,REL-2025.06,flag_auth_gateway_mobile_session,5,success,Priya Nair,database lag guard,ATLAS-5390,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01372,2022-12-17,notification-service,prod,atlas-observability,PR-8135,REL-2024.2.7,flag_notification_service_payment_retry,5,success,Anika Sharma,database lag guard,ATLAS-1721,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01373,2022-12-19,payment-orchestrator,prod,atlas-infra,PR-7391,REL-2019.1.14,flag_payment_orchestrator_payment_retry,75,partial,Grace Kim,manual approval,ATLAS-4043,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01374,2022-12-20,pricing-engine,stage,atlas-web,PR-12454,REL-2021.2.4,flag_pricing_engine_new_write_path,25,success,Yara Haddad,support volume guard,ATLAS-1541,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01375,2022-12-21,checkout-api,canary,atlas-web,PR-7691,REL-2025.3.15,flag_checkout_api_rollback_guard,50,success,Owen Brooks,database lag guard,ATLAS-1363,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01376,2022-12-22,cart-service,prod,atlas-mobile,PR-7856,REL-2020.4.5,flag_cart_service_new_write_path,25,rolled back,Grace Kim,error budget guard,ATLAS-5287,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01377,2022-12-24,analytics-pipeline,stage,atlas-mobile,PR-10437,REL-2024.01,flag_analytics_pipeline_mobile_session,75,paused,Luca Moretti,latency guard,ATLAS-4395,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01378,2022-12-24,analytics-pipeline,prod,atlas-checkout,PR-9278,REL-2024.2.18,flag_analytics_pipeline_rollback_guard,50,paused,Priya Nair,support volume guard,ATLAS-3996,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01379,2022-12-26,tax-service,canary,atlas-infra,PR-7486,REL-2019.2.9,flag_tax_service_rollback_guard,100,paused,Victor Silva,database lag guard,ATLAS-3956,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01380,2022-12-27,checkout-api,stage,atlas-infra,PR-5449,REL-2026.1.16,flag_checkout_api_mobile_session,75,paused,Yara Haddad,latency guard,ATLAS-4900,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01381,2022-12-28,loyalty-service,prod,atlas-observability,PR-7169,REL-2019.2.2,flag_loyalty_service_rollback_guard,0,monitoring,Jon Bell,database lag guard,ATLAS-2718,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01382,2022-12-30,loyalty-service,prod,atlas-mobile,PR-7704,REL-2019.1.17,flag_loyalty_service_new_write_path,1,rolled back,Dmitri Volkov,error budget guard,ATLAS-2752,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01383,2022-12-30,loyalty-service,prod,atlas-checkout,PR-11787,REL-2025.1.11,flag_loyalty_service_regional_launch,25,paused,Victor Silva,database lag guard,ATLAS-3400,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01384,2022-12-31,analytics-pipeline,canary,atlas-infra,PR-10335,REL-2023.04,flag_analytics_pipeline_mobile_session,25,partial,Elena Petrova,manual approval,ATLAS-4805,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01385,2023-01-02,auth-gateway,prod,atlas-web,PR-5844,REL-2025.1.11,flag_auth_gateway_dual_run,10,partial,Maya Chen,manual approval,ATLAS-1667,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01386,2023-01-03,order-ledger,prod,atlas-data,PR-5649,REL-2025.1.9,flag_order_ledger_regional_launch,0,monitoring,Ben Carter,database lag guard,ATLAS-2057,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01387,2023-01-04,inventory-reservation,canary,atlas-mobile,PR-9587,REL-2020.05,flag_inventory_reservation_rollback_guard,75,rolled back,Iris Wang,error budget guard,ATLAS-4403,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01388,2023-01-06,cart-service,prod,atlas-mobile,PR-7455,REL-2022.1.3,flag_cart_service_mobile_session,75,monitoring,Nora Singh,manual approval,ATLAS-3827,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01389,2023-01-06,notification-service,stage,atlas-observability,PR-7808,REL-2025.02,flag_notification_service_rollback_guard,100,success,Dmitri Volkov,support volume guard,ATLAS-3892,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01390,2023-01-07,inventory-reservation,stage,atlas-orders,PR-7844,REL-2019.2.17,flag_inventory_reservation_mobile_session,1,monitoring,Fatima Noor,error budget guard,ATLAS-1045,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01391,2023-01-09,inventory-reservation,canary,atlas-web,PR-7018,REL-2019.3.2,flag_inventory_reservation_payment_retry,100,success,Nora Singh,manual approval,ATLAS-1934,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01392,2023-01-10,auth-gateway,canary,atlas-checkout,PR-11248,REL-2022.1.19,flag_auth_gateway_payment_retry,5,partial,Elena Petrova,error budget guard,ATLAS-4383,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01393,2023-01-12,tax-service,canary,atlas-observability,PR-5458,REL-2021.4.15,flag_tax_service_payment_retry,50,monitoring,Maya Chen,support volume guard,ATLAS-4582,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01394,2023-01-14,auth-gateway,prod,atlas-data,PR-8845,REL-2020.1.18,flag_auth_gateway_mobile_session,100,monitoring,Dmitri Volkov,database lag guard,ATLAS-3355,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01395,2023-01-14,checkout-api,stage,atlas-orders,PR-11789,REL-2026.1.1,flag_checkout_api_new_write_path,25,partial,Ben Carter,support volume guard,ATLAS-4008,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01396,2023-01-15,analytics-pipeline,canary,atlas-payments,PR-11933,REL-2024.09,flag_analytics_pipeline_mobile_session,50,monitoring,Grace Kim,latency guard,ATLAS-4257,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01397,2023-01-17,search-recommendations,canary,atlas-observability,PR-8534,REL-2022.1.19,flag_search_recommendations_new_write_path,5,paused,Sara Novak,manual approval,ATLAS-3190,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01398,2023-01-17,auth-gateway,canary,atlas-data,PR-9230,REL-2020.3.5,flag_auth_gateway_payment_retry,1,monitoring,Luca Moretti,error budget guard,ATLAS-2631,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01399,2023-01-18,cart-service,canary,atlas-checkout,PR-7286,REL-2018.3.12,flag_cart_service_rollback_guard,5,success,Luca Moretti,error budget guard,ATLAS-5460,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01400,2023-01-21,cart-service,canary,atlas-web,PR-9703,REL-2024.1.2,flag_cart_service_payment_retry,50,rolled back,Iris Wang,support volume guard,ATLAS-5200,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
