trace_id,jira_key,pr_id,incident_id,release_id,service,evidence_type,source_system,traceability_note
TRACE-00874,ATLAS-5345,PR-10050,PD-2225,REL-2022.2.19,search-recommendations,business_requirement,teams,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00875,ATLAS-4310,PR-12561,,REL-2026.05,notification-service,decision,confluence,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00876,ATLAS-5645,PR-7573,,REL-2019.4.19,tax-service,business_requirement,jira,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00877,ATLAS-2665,PR-5288,,REL-2025.3.2,checkout-api,support_case,github,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00878,ATLAS-2684,PR-7871,PD-2531,REL-2026.2.1,order-ledger,business_requirement,jira,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00879,ATLAS-1952,PR-6786,,REL-2022.08,inventory-reservation,decision,support,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00880,ATLAS-1666,PR-11179,PD-2612,REL-2021.06,loyalty-service,decision,teams,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00881,ATLAS-5520,PR-9302,PD-2442,REL-2019.4.3,search-recommendations,db_health,confluence,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00882,ATLAS-4813,PR-10667,,REL-2019.2.19,cart-service,decision,jira,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00883,ATLAS-4825,PR-5043,,REL-2024.4.9,payment-orchestrator,db_health,grafana,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00884,ATLAS-5101,PR-7503,,REL-2024.3.6,notification-service,decision,email,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00885,ATLAS-2195,PR-7579,PD-2426,REL-2020.05,search-recommendations,metric,grafana,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00886,ATLAS-4879,PR-6066,,REL-2022.2.17,auth-gateway,db_health,support,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00887,ATLAS-2245,PR-6267,PD-2862,REL-2025.4.2,loyalty-service,runbook,teams,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00888,ATLAS-4958,PR-9394,,REL-2025.4.8,checkout-api,db_health,grafana,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00889,ATLAS-3961,PR-7988,PD-2180,REL-2023.4.11,inventory-reservation,deployment,email,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00890,ATLAS-5569,PR-6096,,REL-2023.4.0,inventory-reservation,business_requirement,pagerduty,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00891,ATLAS-3453,PR-10544,,REL-2019.3.5,checkout-api,risk,jira,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00892,ATLAS-4076,PR-5131,PD-2504,REL-2021.3.3,auth-gateway,db_health,grafana,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00893,ATLAS-1425,PR-9143,,REL-2020.4.5,checkout-api,deployment,confluence,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00894,ATLAS-4094,PR-12025,,REL-2025.07,analytics-pipeline,support_case,confluence,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00895,ATLAS-3192,PR-6394,PD-2410,REL-2023.10,analytics-pipeline,business_requirement,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00896,ATLAS-6102,PR-5304,PD-2533,REL-2022.4.3,payment-orchestrator,decision,confluence,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00897,ATLAS-1027,PR-5615,PD-2838,REL-2023.3.2,notification-service,db_health,grafana,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00898,ATLAS-3752,PR-5159,PD-2028,REL-2021.3.1,payment-orchestrator,runbook,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00899,ATLAS-1319,PR-6465,,REL-2022.1.0,notification-service,business_requirement,grafana,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00900,ATLAS-2083,PR-6206,,REL-2020.2.13,auth-gateway,risk,support,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00901,ATLAS-4267,PR-10847,,REL-2025.2.14,cart-service,deployment,support,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00902,ATLAS-1063,PR-5811,,REL-2026.1.13,inventory-reservation,decision,github,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00903,ATLAS-1582,PR-6157,PD-2811,REL-2021.02,tax-service,deployment,teams,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00904,ATLAS-1881,PR-6520,PD-2692,REL-2021.4.0,analytics-pipeline,metric,teams,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00905,ATLAS-4020,PR-5123,,REL-2019.2.5,pricing-engine,risk,email,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00906,ATLAS-5006,PR-5062,PD-2451,REL-2020.3.12,cart-service,runbook,support,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00907,ATLAS-2450,PR-9132,,REL-2019.4.5,payment-orchestrator,db_health,database,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00908,ATLAS-2944,PR-9767,,REL-2019.1.17,checkout-api,runbook,teams,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00909,ATLAS-2190,PR-9464,,REL-2021.3.3,tax-service,deployment,teams,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00910,ATLAS-3137,PR-6847,,REL-2023.4.5,cart-service,runbook,confluence,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00911,ATLAS-3205,PR-5980,,REL-2024.4.10,order-ledger,db_health,confluence,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00912,ATLAS-5774,PR-7505,,REL-2024.3.11,tax-service,deployment,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00913,ATLAS-2440,PR-9183,PD-2803,REL-2020.3.19,search-recommendations,decision,email,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00914,ATLAS-2129,PR-7339,PD-2558,REL-2019.4.19,cart-service,runbook,teams,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00915,ATLAS-1205,PR-7383,,REL-2022.4.3,payment-orchestrator,support_case,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00916,ATLAS-3322,PR-8221,PD-2692,REL-2020.1.19,search-recommendations,metric,support,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00917,ATLAS-2833,PR-11781,PD-2860,REL-2020.3.0,auth-gateway,risk,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00918,ATLAS-1267,PR-9599,,REL-2025.3.10,pricing-engine,decision,teams,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00919,ATLAS-4073,PR-8513,,REL-2019.12,analytics-pipeline,decision,grafana,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00920,ATLAS-4621,PR-9732,,REL-2024.3.10,cart-service,db_health,teams,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00921,ATLAS-3959,PR-8144,,REL-2022.07,order-ledger,decision,jira,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00922,ATLAS-4858,PR-7383,,REL-2024.1.2,notification-service,risk,jira,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00923,ATLAS-5092,PR-8053,,REL-2023.1.6,search-recommendations,deployment,grafana,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00924,ATLAS-4603,PR-5228,,REL-2020.4.17,payment-orchestrator,support_case,jira,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00925,ATLAS-5324,PR-9166,PD-2205,REL-2025.3.15,order-ledger,risk,jira,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00926,ATLAS-2024,PR-5423,,REL-2025.4.18,order-ledger,metric,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00927,ATLAS-4118,PR-5026,,REL-2020.05,order-ledger,runbook,pagerduty,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
