incident_id,started_at,resolved_at,duration_minutes,severity,service,incident_commander,on_call_engineer,status,root_cause,customer_impact,linked_jira,linked_pr,action_items
PD-2584,2023-07-27,2023-07-27,67,SEV3,search-recommendations,Owen Brooks,Ben Carter,follow-up open,inventory reservation deadlock,orders delayed,ATLAS-2261,PR-11872,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2585,2023-08-02,2023-08-02,14,SEV3,pricing-engine,Ben Carter,Maya Chen,follow-up open,database connection saturation,checkout errors increased,ATLAS-1712,PR-7843,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2586,2023-08-06,2023-08-06,5,SEV4,notification-service,Ben Carter,Luca Moretti,resolved,schema migration lock,payment retries increased,ATLAS-2915,PR-8329,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2587,2023-08-05,2023-08-05,42,SEV4,analytics-pipeline,Kim Tan,Noah Evans,follow-up open,tax provider latency,payment retries increased,ATLAS-2244,PR-9783,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2588,2023-08-11,2023-08-11,149,SEV2,notification-service,Noah Evans,Maya Chen,postmortem complete,inventory reservation deadlock,checkout errors increased,ATLAS-3626,PR-8374,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2589,2023-08-11,2023-08-11,95,SEV3,inventory-reservation,Mateo Garcia,Nora Singh,resolved,inventory reservation deadlock,orders delayed,ATLAS-2042,PR-10892,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2590,2023-08-15,2023-08-15,196,SEV1,inventory-reservation,Yara Haddad,Aisha Khan,postmortem complete,bad deployment,orders delayed,ATLAS-5306,PR-8743,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2591,2023-08-20,2023-08-20,21,SEV4,tax-service,Ben Carter,Anika Sharma,resolved,feature flag misconfiguration,orders delayed,ATLAS-1948,PR-8708,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2592,2023-08-24,2023-08-24,66,SEV3,inventory-reservation,Elena Petrova,Kim Tan,resolved,queue backlog,no customer impact detected,ATLAS-2282,PR-5597,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2593,2023-08-25,2023-08-25,18,SEV3,cart-service,Aisha Khan,Jon Bell,follow-up open,queue backlog,checkout errors increased,ATLAS-1028,PR-6808,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2594,2023-08-29,2023-08-29,119,SEV2,loyalty-service,Sara Novak,Anika Sharma,resolved,queue backlog,orders delayed,ATLAS-1798,PR-6568,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2595,2023-09-01,2023-09-01,14,SEV3,auth-gateway,Yara Haddad,Elena Petrova,postmortem complete,feature flag misconfiguration,support ticket volume increased,ATLAS-2534,PR-7229,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2596,2023-09-05,2023-09-05,64,SEV3,loyalty-service,Grace Kim,Victor Silva,resolved,inventory reservation deadlock,no customer impact detected,ATLAS-3766,PR-6910,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2597,2023-09-08,2023-09-08,5,SEV4,auth-gateway,Dmitri Volkov,Elena Petrova,resolved,database connection saturation,checkout errors increased,ATLAS-1331,PR-5026,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2598,2023-09-09,2023-09-09,60,SEV3,analytics-pipeline,Samir Rao,Grace Kim,follow-up open,cache stampede,no customer impact detected,ATLAS-5965,PR-9702,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2599,2023-09-15,2023-09-15,77,SEV4,payment-orchestrator,Elena Petrova,Kim Tan,follow-up open,queue backlog,no customer impact detected,ATLAS-5866,PR-7284,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2600,2023-09-19,2023-09-19,5,SEV4,analytics-pipeline,Nora Singh,Fatima Noor,follow-up open,bad deployment,checkout errors increased,ATLAS-4985,PR-5962,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2601,2023-09-21,2023-09-21,102,SEV3,auth-gateway,Elena Petrova,Iris Wang,resolved,schema migration lock,orders delayed,ATLAS-4894,PR-10104,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2602,2023-09-24,2023-09-24,56,SEV3,payment-orchestrator,Owen Brooks,Anika Sharma,resolved,cache stampede,latency spike,ATLAS-6196,PR-6036,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2603,2023-09-29,2023-09-29,26,SEV4,checkout-api,Samir Rao,Theo Martin,follow-up open,schema migration lock,checkout errors increased,ATLAS-1998,PR-8858,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2604,2023-10-02,2023-10-02,17,SEV4,loyalty-service,Iris Wang,Victor Silva,postmortem complete,cache stampede,checkout errors increased,ATLAS-1805,PR-11722,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2605,2023-10-04,2023-10-04,5,SEV4,cart-service,Mateo Garcia,Iris Wang,postmortem complete,bad deployment,support ticket volume increased,ATLAS-1552,PR-5616,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2606,2023-10-07,2023-10-07,80,SEV2,pricing-engine,Samir Rao,Grace Kim,follow-up open,cache stampede,no customer impact detected,ATLAS-1670,PR-9144,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2607,2023-10-10,2023-10-10,134,SEV2,payment-orchestrator,Mateo Garcia,Kim Tan,follow-up open,tax provider latency,orders delayed,ATLAS-5116,PR-10791,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2608,2023-10-14,2023-10-14,53,SEV4,tax-service,Owen Brooks,Elena Petrova,follow-up open,schema migration lock,orders delayed,ATLAS-4250,PR-8480,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2609,2023-10-15,2023-10-15,86,SEV4,inventory-reservation,Maya Chen,Iris Wang,postmortem complete,schema migration lock,support ticket volume increased,ATLAS-1936,PR-9718,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2610,2023-10-19,2023-10-19,166,SEV2,cart-service,Samir Rao,Luca Moretti,resolved,queue backlog,latency spike,ATLAS-5116,PR-6340,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2611,2023-10-25,2023-10-25,5,SEV4,tax-service,Kim Tan,Sara Novak,resolved,payment provider timeout,payment retries increased,ATLAS-5589,PR-9136,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2612,2023-10-26,2023-10-26,5,SEV4,loyalty-service,Kim Tan,Elena Petrova,postmortem complete,tax provider latency,orders delayed,ATLAS-1290,PR-9867,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2613,2023-10-29,2023-10-29,108,SEV3,order-ledger,Harper Lee,Dmitri Volkov,follow-up open,database connection saturation,checkout errors increased,ATLAS-2478,PR-12590,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2614,2023-11-04,2023-11-04,143,SEV2,payment-orchestrator,Jon Bell,Luca Moretti,resolved,cache stampede,support ticket volume increased,ATLAS-5497,PR-5749,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2615,2023-11-05,2023-11-05,5,SEV3,search-recommendations,Luca Moretti,Anika Sharma,follow-up open,payment provider timeout,support ticket volume increased,ATLAS-5029,PR-5870,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2616,2023-11-09,2023-11-09,222,SEV1,search-recommendations,Jon Bell,Kim Tan,resolved,feature flag misconfiguration,checkout errors increased,ATLAS-1618,PR-5047,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2617,2023-11-12,2023-11-12,21,SEV3,tax-service,Nora Singh,Mateo Garcia,postmortem complete,schema migration lock,support ticket volume increased,ATLAS-6159,PR-6679,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2618,2023-11-17,2023-11-17,24,SEV3,tax-service,Priya Nair,Nora Singh,resolved,cache stampede,checkout errors increased,ATLAS-5426,PR-5648,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2619,2023-11-19,2023-11-19,110,SEV3,checkout-api,Iris Wang,Maya Chen,resolved,database connection saturation,latency spike,ATLAS-4811,PR-6222,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2620,2023-11-22,2023-11-22,30,SEV3,cart-service,Kim Tan,Dmitri Volkov,follow-up open,feature flag misconfiguration,orders delayed,ATLAS-1680,PR-10029,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2621,2023-11-23,2023-11-23,43,SEV3,auth-gateway,Mateo Garcia,Kim Tan,postmortem complete,queue backlog,latency spike,ATLAS-5976,PR-11470,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2622,2023-11-27,2023-11-27,228,SEV1,notification-service,Fatima Noor,Jon Bell,follow-up open,tax provider latency,support ticket volume increased,ATLAS-2400,PR-8088,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2623,2023-12-02,2023-12-02,62,SEV3,order-ledger,Elena Petrova,Yara Haddad,resolved,database connection saturation,payment retries increased,ATLAS-4794,PR-8614,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2624,2023-12-03,2023-12-03,185,SEV2,loyalty-service,Ben Carter,Jon Bell,resolved,bad deployment,payment retries increased,ATLAS-4764,PR-6746,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2625,2023-12-08,2023-12-08,93,SEV3,notification-service,Iris Wang,Owen Brooks,resolved,payment provider timeout,no customer impact detected,ATLAS-5678,PR-11375,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2626,2023-12-11,2023-12-11,108,SEV2,inventory-reservation,Mateo Garcia,Anika Sharma,follow-up open,tax provider latency,orders delayed,ATLAS-2798,PR-6035,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2627,2023-12-15,2023-12-15,36,SEV4,search-recommendations,Maya Chen,Ravi Patel,resolved,inventory reservation deadlock,no customer impact detected,ATLAS-2768,PR-5980,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2628,2023-12-17,2023-12-17,75,SEV3,search-recommendations,Theo Martin,Victor Silva,follow-up open,database connection saturation,orders delayed,ATLAS-3485,PR-8705,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2629,2023-12-21,2023-12-21,38,SEV4,inventory-reservation,Kim Tan,Sara Novak,follow-up open,bad deployment,checkout errors increased,ATLAS-5057,PR-11308,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2630,2023-12-22,2023-12-22,5,SEV3,inventory-reservation,Aisha Khan,Yara Haddad,postmortem complete,inventory reservation deadlock,checkout errors increased,ATLAS-2097,PR-11347,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2631,2023-12-29,2023-12-29,129,SEV3,cart-service,Jon Bell,Nora Singh,postmortem complete,payment provider timeout,payment retries increased,ATLAS-5237,PR-7595,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2632,2023-12-31,2023-12-31,59,SEV2,inventory-reservation,Iris Wang,Kim Tan,follow-up open,schema migration lock,checkout errors increased,ATLAS-4975,PR-9469,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2633,2024-01-01,2024-01-01,33,SEV4,payment-orchestrator,Jon Bell,Samir Rao,follow-up open,inventory reservation deadlock,orders delayed,ATLAS-5338,PR-7995,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2634,2024-01-04,2024-01-04,62,SEV4,analytics-pipeline,Samir Rao,Elena Petrova,follow-up open,queue backlog,payment retries increased,ATLAS-3370,PR-5965,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2635,2024-01-09,2024-01-09,85,SEV3,payment-orchestrator,Victor Silva,Mateo Garcia,follow-up open,cache stampede,orders delayed,ATLAS-2341,PR-12409,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2636,2024-01-13,2024-01-13,6,SEV4,payment-orchestrator,Ben Carter,Priya Nair,resolved,payment provider timeout,support ticket volume increased,ATLAS-3637,PR-7517,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2637,2024-01-17,2024-01-17,5,SEV4,payment-orchestrator,Dmitri Volkov,Theo Martin,postmortem complete,inventory reservation deadlock,payment retries increased,ATLAS-5617,PR-9605,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2638,2024-01-21,2024-01-21,117,SEV2,order-ledger,Noah Evans,Sara Novak,postmortem complete,payment provider timeout,payment retries increased,ATLAS-3329,PR-7051,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
