support_id,created_at,customer,customer_tier,category,severity,service,status,owner,linked_jira,linked_incident,sentiment,summary,next_action
SUP-701616,2023-05-10,UrbanMarket,enterprise,loyalty points missing,low,inventory-reservation,monitoring,Aisha Khan,ATLAS-3193,,negative,"Customer reported loyalty points missing around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701617,2023-05-14,Northstar Retail,self-serve,loyalty points missing,low,order-ledger,open,Samir Rao,ATLAS-6114,PD-2641,positive,"Customer reported loyalty points missing around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701618,2023-05-12,Atlas Demo Customer,self-serve,inventory mismatch,high,loyalty-service,solved,Yara Haddad,ATLAS-3911,,neutral,"Customer reported inventory mismatch around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701619,2023-05-13,Luna Home,enterprise,mobile session timeout,medium,checkout-api,pending engineering,Luca Moretti,ATLAS-4824,,blocked,"Customer reported mobile session timeout around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701620,2023-05-15,Harbor Books,mid-market,order confirmation delay,medium,notification-service,open,Nora Singh,ATLAS-2861,PD-2848,blocked,"Customer reported order confirmation delay around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701621,2023-05-16,Northstar Retail,internal,order confirmation delay,high,payment-orchestrator,escalated,Owen Brooks,ATLAS-4998,,anxious,"Customer reported order confirmation delay around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701622,2023-05-20,Atlas Demo Customer,self-serve,payment retry,medium,inventory-reservation,escalated,Elena Petrova,ATLAS-2719,PD-2488,anxious,"Customer reported payment retry around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701623,2023-05-18,FreshNest Grocery,self-serve,loyalty points missing,urgent,analytics-pipeline,pending engineering,Sara Novak,ATLAS-5691,,anxious,"Customer reported loyalty points missing around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701624,2023-05-22,Vertex Outlet,enterprise,performance complaint,low,loyalty-service,open,Iris Wang,ATLAS-4794,PD-2865,blocked,"Customer reported performance complaint around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701625,2023-05-20,Vertex Outlet,internal,performance complaint,low,inventory-reservation,escalated,Kim Tan,ATLAS-6087,,neutral,"Customer reported performance complaint around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701626,2023-05-24,Vertex Outlet,self-serve,inventory mismatch,medium,checkout-api,escalated,Priya Nair,ATLAS-5764,PD-2286,negative,"Customer reported inventory mismatch around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701627,2023-05-25,UrbanMarket,self-serve,performance complaint,urgent,search-recommendations,open,Sara Novak,ATLAS-1297,,neutral,"Customer reported performance complaint around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701628,2023-05-23,Harbor Books,internal,checkout failure,medium,cart-service,monitoring,Jon Bell,ATLAS-2211,PD-2804,anxious,"Customer reported checkout failure around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701629,2023-05-25,Harbor Books,mid-market,tax mismatch,low,checkout-api,escalated,Samir Rao,ATLAS-6140,,positive,"Customer reported tax mismatch around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701630,2023-05-28,Harbor Books,enterprise,performance complaint,medium,auth-gateway,solved,Fatima Noor,ATLAS-5301,PD-2737,negative,"Customer reported performance complaint around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701631,2023-05-28,Cedar Pharmacy,enterprise,loyalty points missing,high,inventory-reservation,monitoring,Grace Kim,ATLAS-3352,,negative,"Customer reported loyalty points missing around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701632,2023-05-29,Harbor Books,enterprise,checkout failure,medium,checkout-api,escalated,Ravi Patel,ATLAS-3074,,negative,"Customer reported checkout failure around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701633,2023-05-30,Cedar Pharmacy,internal,inventory mismatch,low,cart-service,monitoring,Luca Moretti,ATLAS-5566,PD-2687,negative,"Customer reported inventory mismatch around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701634,2023-05-31,OmniStyle,mid-market,payment retry,medium,pricing-engine,monitoring,Luca Moretti,ATLAS-2449,,blocked,"Customer reported payment retry around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701635,2023-06-01,Atlas Demo Customer,self-serve,payment retry,medium,loyalty-service,solved,Iris Wang,ATLAS-3410,,anxious,"Customer reported payment retry around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701636,2023-06-01,OmniStyle,mid-market,mobile session timeout,high,auth-gateway,open,Kim Tan,ATLAS-2525,PD-2799,anxious,"Customer reported mobile session timeout around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701637,2023-06-04,BrightCart EU,internal,order confirmation delay,medium,payment-orchestrator,solved,Harper Lee,ATLAS-2784,,negative,"Customer reported order confirmation delay around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701638,2023-06-04,Vertex Outlet,self-serve,mobile session timeout,high,search-recommendations,monitoring,Theo Martin,ATLAS-2312,,negative,"Customer reported mobile session timeout around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701639,2023-06-06,Vertex Outlet,mid-market,coupon issue,low,analytics-pipeline,solved,Maya Chen,ATLAS-6119,,positive,"Customer reported coupon issue around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
