experiment_id,start_date,quarter,channel,service,experiment_name,status,sample_size,control_conversion_pct,variant_conversion_pct,lift_pct,operational_note,linked_jira,decision_note
EXP-01703,2023-08-15,2023-Q3,web,payment-orchestrator,checkout button copy,won,59160,79.77,80.23,0.46,latency neutral,ATLAS-5525,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01704,2023-08-16,2023-Q3,web,payment-orchestrator,loyalty prompt,draft,226176,78.27,76.81,-1.46,support tickets increased,ATLAS-1254,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01705,2023-08-17,2023-Q3,android,order-ledger,inventory warning,draft,185253,74.6,72.74,-1.87,conversion improved,ATLAS-2907,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01706,2023-08-19,2023-Q3,store-kiosk,pricing-engine,one-click reorder,won,25126,77.22,77.6,0.38,conversion improved,ATLAS-5939,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01707,2023-08-20,2023-Q3,ios,cart-service,inventory warning,inconclusive,173678,81.46,80.31,-1.15,support tickets increased,ATLAS-4896,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01708,2023-08-21,2023-Q3,ios,notification-service,one-click reorder,running,43537,82.59,83.51,0.92,no clear impact,ATLAS-1932,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01709,2023-08-22,2023-Q3,web,auth-gateway,coupon fallback,lost,31389,76.73,76.72,-0.01,no clear impact,ATLAS-4064,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01710,2023-08-23,2023-Q3,android,search-recommendations,loyalty prompt,lost,86656,72.04,73.47,1.42,support tickets increased,ATLAS-3116,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01711,2023-08-24,2023-Q3,store-kiosk,auth-gateway,loyalty prompt,rolled back,63906,75.98,77.86,1.89,no clear impact,ATLAS-3700,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01712,2023-08-25,2023-Q3,mobile-web,notification-service,coupon fallback,draft,118505,72.81,72.94,0.13,conversion improved,ATLAS-1096,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01713,2023-08-26,2023-Q3,android,notification-service,checkout button copy,won,45799,79.22,79.72,0.5,support tickets increased,ATLAS-4391,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01714,2023-08-27,2023-Q3,store-kiosk,cart-service,address validation,inconclusive,46375,83.41,81.95,-1.46,no clear impact,ATLAS-4109,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01715,2023-08-29,2023-Q3,web,analytics-pipeline,payment retry UX,lost,103240,89.94,90.09,0.15,latency increased,ATLAS-5953,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01716,2023-08-30,2023-Q3,web,pricing-engine,inventory warning,lost,201734,82.34,82.35,0.01,support tickets increased,ATLAS-2396,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01717,2023-08-31,2023-Q3,web,analytics-pipeline,payment retry UX,inconclusive,198096,73.21,75.26,2.04,latency neutral,ATLAS-5108,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01718,2023-09-01,2023-Q3,mobile-web,search-recommendations,one-click reorder,won,196743,83.17,78.92,-4.25,no clear impact,ATLAS-4950,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01719,2023-09-02,2023-Q3,store-kiosk,loyalty-service,one-click reorder,rolled back,68267,87.76,90.95,3.18,latency increased,ATLAS-5598,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01720,2023-09-03,2023-Q3,ios,analytics-pipeline,payment retry UX,lost,84528,84.31,86.37,2.06,support tickets increased,ATLAS-3580,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01721,2023-09-04,2023-Q3,mobile-web,checkout-api,address validation,running,166710,86.03,84.35,-1.69,latency neutral,ATLAS-4782,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01722,2023-09-05,2023-Q3,ios,analytics-pipeline,inventory warning,won,15629,83.21,80.11,-3.11,latency increased,ATLAS-4016,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01723,2023-09-07,2023-Q3,android,loyalty-service,one-click reorder,inconclusive,235821,79.8,78.69,-1.12,support tickets increased,ATLAS-2938,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01724,2023-09-08,2023-Q3,partner-api,analytics-pipeline,loyalty prompt,rolled back,189483,74.44,74.3,-0.14,latency increased,ATLAS-2174,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01725,2023-09-09,2023-Q3,ios,auth-gateway,address validation,lost,163449,86.56,87.13,0.57,support tickets increased,ATLAS-4575,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01726,2023-09-10,2023-Q3,partner-api,inventory-reservation,tax quote cache,lost,144353,82.31,85.57,3.26,latency increased,ATLAS-2280,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01727,2023-09-11,2023-Q3,web,cart-service,tax quote cache,rolled back,140062,76.46,74.34,-2.12,no clear impact,ATLAS-3825,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01728,2023-09-12,2023-Q3,mobile-web,inventory-reservation,tax quote cache,rolled back,80831,89.9,89.05,-0.85,latency neutral,ATLAS-5797,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01729,2023-09-13,2023-Q3,android,search-recommendations,tax quote cache,draft,22536,74.54,74.58,0.03,no clear impact,ATLAS-1114,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01730,2023-09-14,2023-Q3,partner-api,checkout-api,loyalty prompt,lost,17929,89.63,89.91,0.28,latency increased,ATLAS-3449,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01731,2023-09-15,2023-Q3,web,loyalty-service,loyalty prompt,draft,112749,75.67,76.21,0.54,latency increased,ATLAS-5325,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01732,2023-09-17,2023-Q3,android,cart-service,one-click reorder,won,57724,84.89,86.38,1.49,support tickets increased,ATLAS-3030,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01733,2023-09-18,2023-Q3,mobile-web,payment-orchestrator,checkout button copy,rolled back,55997,80.21,79.99,-0.22,conversion improved,ATLAS-5879,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01734,2023-09-19,2023-Q3,store-kiosk,loyalty-service,address validation,rolled back,127317,83.34,87.13,3.79,support tickets increased,ATLAS-4457,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01735,2023-09-20,2023-Q3,web,tax-service,inventory warning,running,83216,74.5,75.17,0.66,conversion improved,ATLAS-5541,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01736,2023-09-21,2023-Q3,web,checkout-api,tax quote cache,draft,199039,89.08,90.72,1.64,no clear impact,ATLAS-4808,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01737,2023-09-22,2023-Q3,web,inventory-reservation,address validation,rolled back,54947,77.36,79.56,2.2,latency neutral,ATLAS-2128,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01738,2023-09-23,2023-Q3,mobile-web,inventory-reservation,one-click reorder,inconclusive,123553,87.94,88.96,1.02,conversion improved,ATLAS-1727,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01739,2023-09-24,2023-Q3,mobile-web,order-ledger,payment retry UX,lost,188537,82.62,84.72,2.1,conversion improved,ATLAS-4800,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01740,2023-09-25,2023-Q3,web,search-recommendations,address validation,running,62025,80.13,80.06,-0.07,support tickets increased,ATLAS-5958,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01741,2023-09-27,2023-Q3,store-kiosk,analytics-pipeline,checkout button copy,won,136404,83.76,84.72,0.96,support tickets increased,ATLAS-4672,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01742,2023-09-28,2023-Q3,store-kiosk,pricing-engine,one-click reorder,rolled back,53110,89.4,93.87,4.47,support tickets increased,ATLAS-2483,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01743,2023-09-29,2023-Q3,mobile-web,payment-orchestrator,payment retry UX,inconclusive,96562,90.99,89.88,-1.11,no clear impact,ATLAS-1869,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01744,2023-09-30,2023-Q3,web,analytics-pipeline,loyalty prompt,running,8424,82.37,83.95,1.58,support tickets increased,ATLAS-5409,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01745,2023-10-01,2023-Q4,android,pricing-engine,checkout button copy,rolled back,222668,85.99,86.82,0.83,latency increased,ATLAS-2656,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01746,2023-10-02,2023-Q4,partner-api,search-recommendations,inventory warning,lost,204180,79.1,83.34,4.24,conversion improved,ATLAS-4690,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01747,2023-10-03,2023-Q4,store-kiosk,notification-service,checkout button copy,inconclusive,120020,88.26,91.69,3.43,no clear impact,ATLAS-5056,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01748,2023-10-04,2023-Q4,partner-api,inventory-reservation,coupon fallback,running,103912,88.16,88.41,0.26,no clear impact,ATLAS-2943,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01749,2023-10-06,2023-Q4,android,notification-service,coupon fallback,rolled back,205727,73.44,75.37,1.93,latency neutral,ATLAS-4914,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01750,2023-10-07,2023-Q4,store-kiosk,notification-service,checkout button copy,inconclusive,214777,82.83,81.66,-1.17,latency increased,ATLAS-1296,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01751,2023-10-08,2023-Q4,store-kiosk,pricing-engine,tax quote cache,inconclusive,167383,74.5,76.32,1.82,conversion improved,ATLAS-5024,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01752,2023-10-09,2023-Q4,web,search-recommendations,payment retry UX,running,142525,82.2,80.88,-1.32,support tickets increased,ATLAS-1173,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01753,2023-10-10,2023-Q4,web,search-recommendations,inventory warning,draft,199780,82.98,83.01,0.03,latency neutral,ATLAS-4401,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
